Direction,Year,Country,Religion,Count,Percent,Region,level,countrycode
Outgoing,1995,Global Total,All,161270000,100,Global,3,9999
Outgoing,1995,Global Total,Buddhist,5250000,3.3,Global,3,9999
Outgoing,1995,Global Total,Christian,78810000,48.9,Global,3,9999
Outgoing,1995,Global Total,Hindu,9130000,5.7,Global,3,9999
Outgoing,1995,Global Total,Jew,2470000,1.5,Global,3,9999
Outgoing,1995,Global Total,Muslim,39390000,24.4,Global,3,9999
Outgoing,1995,Global Total,Other,2750000,1.7,Global,3,9999
Outgoing,1995,Global Total,Unaffiliated,23470000,14.6,Global,3,9999
Outgoing,1995,All Asia-Pacific,All,55530000,100,Asia-Pacific,2,9001
Outgoing,1995,All Asia-Pacific,Buddhist,4960000,8.9,Asia-Pacific,2,9001
Outgoing,1995,All Asia-Pacific,Christian,12470000,22.5,Asia-Pacific,2,9001
Outgoing,1995,All Asia-Pacific,Hindu,8690000,15.7,Asia-Pacific,2,9001
Outgoing,1995,All Asia-Pacific,Jew,200000,0.4,Asia-Pacific,2,9001
Outgoing,1995,All Asia-Pacific,Muslim,19570000,35.2,Asia-Pacific,2,9001
Outgoing,1995,All Asia-Pacific,Other,1490000,2.7,Asia-Pacific,2,9001
Outgoing,1995,All Asia-Pacific,Unaffiliated,8160000,14.7,Asia-Pacific,2,9001
Outgoing,1995,All Europe,All,51850000,100,Europe,2,9002
Outgoing,1995,All Europe,Buddhist,170000,0.3,Europe,2,9002
Outgoing,1995,All Europe,Christian,35230000,67.9,Europe,2,9002
Outgoing,1995,All Europe,Hindu,150000,0.3,Europe,2,9002
Outgoing,1995,All Europe,Jew,1240000,2.4,Europe,2,9002
Outgoing,1995,All Europe,Muslim,3470000,6.7,Europe,2,9002
Outgoing,1995,All Europe,Other,230000,0.4,Europe,2,9002
Outgoing,1995,All Europe,Unaffiliated,11370000,21.9,Europe,2,9002
Outgoing,1995,All Latin America-Caribbean,All,20960000,100,Latin America-Caribbean,2,9003
Outgoing,1995,All Latin America-Caribbean,Buddhist,40000,0.2,Latin America-Caribbean,2,9003
Outgoing,1995,All Latin America-Caribbean,Christian,18260000,87.1,Latin America-Caribbean,2,9003
Outgoing,1995,All Latin America-Caribbean,Hindu,70000,0.3,Latin America-Caribbean,2,9003
Outgoing,1995,All Latin America-Caribbean,Jew,120000,0.6,Latin America-Caribbean,2,9003
Outgoing,1995,All Latin America-Caribbean,Muslim,50000,0.2,Latin America-Caribbean,2,9003
Outgoing,1995,All Latin America-Caribbean,Other,220000,1,Latin America-Caribbean,2,9003
Outgoing,1995,All Latin America-Caribbean,Unaffiliated,2220000,10.6,Latin America-Caribbean,2,9003
Outgoing,1995,All Middle East-North Africa,All,12390000,100,Middle East-North Africa,2,9004
Outgoing,1995,All Middle East-North Africa,Buddhist,10000,0.1,Middle East-North Africa,2,9004
Outgoing,1995,All Middle East-North Africa,Christian,1370000,11.1,Middle East-North Africa,2,9004
Outgoing,1995,All Middle East-North Africa,Hindu,10000,0.1,Middle East-North Africa,2,9004
Outgoing,1995,All Middle East-North Africa,Jew,680000,5.5,Middle East-North Africa,2,9004
Outgoing,1995,All Middle East-North Africa,Muslim,9700000,78.3,Middle East-North Africa,2,9004
Outgoing,1995,All Middle East-North Africa,Other,40000,0.3,Middle East-North Africa,2,9004
Outgoing,1995,All Middle East-North Africa,Unaffiliated,580000,4.7,Middle East-North Africa,2,9004
Outgoing,1995,All North America,All,3070000,100,North America,2,9005
Outgoing,1995,All North America,Buddhist,50000,1.7,North America,2,9005
Outgoing,1995,All North America,Christian,2090000,68.1,North America,2,9005
Outgoing,1995,All North America,Hindu,30000,0.9,North America,2,9005
Outgoing,1995,All North America,Jew,170000,5.6,North America,2,9005
Outgoing,1995,All North America,Muslim,80000,2.6,North America,2,9005
Outgoing,1995,All North America,Other,60000,2,North America,2,9005
Outgoing,1995,All North America,Unaffiliated,580000,19,North America,2,9005
Outgoing,1995,All Sub-Saharan Africa,All,17470000,100,Sub-Saharan Africa,2,9006
Outgoing,1995,All Sub-Saharan Africa,Buddhist,10000,0.1,Sub-Saharan Africa,2,9006
Outgoing,1995,All Sub-Saharan Africa,Christian,9400000,53.8,Sub-Saharan Africa,2,9006
Outgoing,1995,All Sub-Saharan Africa,Hindu,170000,1,Sub-Saharan Africa,2,9006
Outgoing,1995,All Sub-Saharan Africa,Jew,70000,0.4,Sub-Saharan Africa,2,9006
Outgoing,1995,All Sub-Saharan Africa,Muslim,6530000,37.4,Sub-Saharan Africa,2,9006
Outgoing,1995,All Sub-Saharan Africa,Other,720000,4.1,Sub-Saharan Africa,2,9006
Outgoing,1995,All Sub-Saharan Africa,Unaffiliated,570000,3.2,Sub-Saharan Africa,2,9006
Outgoing,1995,Afghanistan,All,4370000,100,Asia-Pacific,1,4
Outgoing,1995,Afghanistan,Buddhist,10000,0.3,Asia-Pacific,1,4
Outgoing,1995,Afghanistan,Christian,60000,1.4,Asia-Pacific,1,4
Outgoing,1995,Afghanistan,Hindu,40000,0.9,Asia-Pacific,1,4
Outgoing,1995,Afghanistan,Jew,10000,0.1,Asia-Pacific,1,4
Outgoing,1995,Afghanistan,Muslim,4200000,96.2,Asia-Pacific,1,4
Outgoing,1995,Afghanistan,Other,30000,0.6,Asia-Pacific,1,4
Outgoing,1995,Afghanistan,Unaffiliated,20000,0.5,Asia-Pacific,1,4
Outgoing,1995,Albania,All,500000,100,Europe,1,8
Outgoing,1995,Albania,Buddhist,10000,0.7,Europe,1,8
Outgoing,1995,Albania,Christian,250000,48.8,Europe,1,8
Outgoing,1995,Albania,Hindu,10000,0,Europe,1,8
Outgoing,1995,Albania,Jew,10000,0,Europe,1,8
Outgoing,1995,Albania,Muslim,180000,35.5,Europe,1,8
Outgoing,1995,Albania,Other,10000,0.7,Europe,1,8
Outgoing,1995,Albania,Unaffiliated,70000,14.3,Europe,1,8
Outgoing,1995,Algeria,All,990000,100,Middle East-North Africa,1,12
Outgoing,1995,Algeria,Buddhist,10000,0.1,Middle East-North Africa,1,12
Outgoing,1995,Algeria,Christian,140000,14.6,Middle East-North Africa,1,12
Outgoing,1995,Algeria,Hindu,10000,0,Middle East-North Africa,1,12
Outgoing,1995,Algeria,Jew,30000,3.1,Middle East-North Africa,1,12
Outgoing,1995,Algeria,Muslim,530000,53.8,Middle East-North Africa,1,12
Outgoing,1995,Algeria,Other,10000,0.4,Middle East-North Africa,1,12
Outgoing,1995,Algeria,Unaffiliated,280000,27.9,Middle East-North Africa,1,12
Outgoing,1995,American Samoa,All,10000,100,Asia-Pacific,1,16
Outgoing,1995,American Samoa,Buddhist,10000,1.8,Asia-Pacific,1,16
Outgoing,1995,American Samoa,Christian,10000,76.8,Asia-Pacific,1,16
Outgoing,1995,American Samoa,Hindu,10000,1.8,Asia-Pacific,1,16
Outgoing,1995,American Samoa,Jew,10000,0.4,Asia-Pacific,1,16
Outgoing,1995,American Samoa,Muslim,10000,1.8,Asia-Pacific,1,16
Outgoing,1995,American Samoa,Other,10000,1.3,Asia-Pacific,1,16
Outgoing,1995,American Samoa,Unaffiliated,10000,16.1,Asia-Pacific,1,16
Outgoing,1995,Andorra,All,10000,100,Europe,1,20
Outgoing,1995,Andorra,Buddhist,10000,0.5,Europe,1,20
Outgoing,1995,Andorra,Christian,10000,65.5,Europe,1,20
Outgoing,1995,Andorra,Hindu,10000,0.2,Europe,1,20
Outgoing,1995,Andorra,Jew,10000,1.2,Europe,1,20
Outgoing,1995,Andorra,Muslim,10000,7.1,Europe,1,20
Outgoing,1995,Andorra,Other,10000,0.8,Europe,1,20
Outgoing,1995,Andorra,Unaffiliated,10000,24.7,Europe,1,20
Outgoing,1995,Angola,All,720000,100,Sub-Saharan Africa,1,24
Outgoing,1995,Angola,Buddhist,10000,0,Sub-Saharan Africa,1,24
Outgoing,1995,Angola,Christian,560000,77.4,Sub-Saharan Africa,1,24
Outgoing,1995,Angola,Hindu,10000,0,Sub-Saharan Africa,1,24
Outgoing,1995,Angola,Jew,10000,0,Sub-Saharan Africa,1,24
Outgoing,1995,Angola,Muslim,60000,8.1,Sub-Saharan Africa,1,24
Outgoing,1995,Angola,Other,30000,4.9,Sub-Saharan Africa,1,24
Outgoing,1995,Angola,Unaffiliated,70000,9.6,Sub-Saharan Africa,1,24
Outgoing,1995,Antigua and Barbuda,All,30000,100,Latin America-Caribbean,1,28
Outgoing,1995,Antigua and Barbuda,Buddhist,10000,0.6,Latin America-Caribbean,1,28
Outgoing,1995,Antigua and Barbuda,Christian,20000,84.2,Latin America-Caribbean,1,28
Outgoing,1995,Antigua and Barbuda,Hindu,10000,0.3,Latin America-Caribbean,1,28
Outgoing,1995,Antigua and Barbuda,Jew,10000,0.3,Latin America-Caribbean,1,28
Outgoing,1995,Antigua and Barbuda,Muslim,10000,0.2,Latin America-Caribbean,1,28
Outgoing,1995,Antigua and Barbuda,Other,10000,2.2,Latin America-Caribbean,1,28
Outgoing,1995,Antigua and Barbuda,Unaffiliated,10000,12.2,Latin America-Caribbean,1,28
Outgoing,1995,Azerbaijan,All,1770000,100,Asia-Pacific,1,31
Outgoing,1995,Azerbaijan,Buddhist,10000,0,Asia-Pacific,1,31
Outgoing,1995,Azerbaijan,Christian,540000,30.4,Asia-Pacific,1,31
Outgoing,1995,Azerbaijan,Hindu,10000,0.3,Asia-Pacific,1,31
Outgoing,1995,Azerbaijan,Jew,20000,1.3,Asia-Pacific,1,31
Outgoing,1995,Azerbaijan,Muslim,980000,55.6,Asia-Pacific,1,31
Outgoing,1995,Azerbaijan,Other,10000,0.1,Asia-Pacific,1,31
Outgoing,1995,Azerbaijan,Unaffiliated,220000,12.3,Asia-Pacific,1,31
Outgoing,1995,Argentina,All,500000,100,Latin America-Caribbean,1,32
Outgoing,1995,Argentina,Buddhist,10000,0.5,Latin America-Caribbean,1,32
Outgoing,1995,Argentina,Christian,360000,72.3,Latin America-Caribbean,1,32
Outgoing,1995,Argentina,Hindu,10000,0.2,Latin America-Caribbean,1,32
Outgoing,1995,Argentina,Jew,40000,7.2,Latin America-Caribbean,1,32
Outgoing,1995,Argentina,Muslim,10000,0.5,Latin America-Caribbean,1,32
Outgoing,1995,Argentina,Other,10000,1.8,Latin America-Caribbean,1,32
Outgoing,1995,Argentina,Unaffiliated,90000,17.5,Latin America-Caribbean,1,32
Outgoing,1995,Australia,All,360000,100,Asia-Pacific,1,36
Outgoing,1995,Australia,Buddhist,10000,1.6,Asia-Pacific,1,36
Outgoing,1995,Australia,Christian,260000,74.3,Asia-Pacific,1,36
Outgoing,1995,Australia,Hindu,10000,0.9,Asia-Pacific,1,36
Outgoing,1995,Australia,Jew,10000,1.1,Asia-Pacific,1,36
Outgoing,1995,Australia,Muslim,10000,2.6,Asia-Pacific,1,36
Outgoing,1995,Australia,Other,10000,1.8,Asia-Pacific,1,36
Outgoing,1995,Australia,Unaffiliated,60000,17.7,Asia-Pacific,1,36
Outgoing,1995,Austria,All,510000,100,Europe,1,40
Outgoing,1995,Austria,Buddhist,10000,0.3,Europe,1,40
Outgoing,1995,Austria,Christian,360000,70.1,Europe,1,40
Outgoing,1995,Austria,Hindu,10000,0.1,Europe,1,40
Outgoing,1995,Austria,Jew,10000,2.9,Europe,1,40
Outgoing,1995,Austria,Muslim,10000,2.9,Europe,1,40
Outgoing,1995,Austria,Other,10000,0.3,Europe,1,40
Outgoing,1995,Austria,Unaffiliated,120000,23.4,Europe,1,40
Outgoing,1995,Bahamas,All,30000,100,Latin America-Caribbean,1,44
Outgoing,1995,Bahamas,Buddhist,10000,0.3,Latin America-Caribbean,1,44
Outgoing,1995,Bahamas,Christian,30000,85.3,Latin America-Caribbean,1,44
Outgoing,1995,Bahamas,Hindu,10000,0.4,Latin America-Caribbean,1,44
Outgoing,1995,Bahamas,Jew,10000,0.4,Latin America-Caribbean,1,44
Outgoing,1995,Bahamas,Muslim,10000,0.2,Latin America-Caribbean,1,44
Outgoing,1995,Bahamas,Other,10000,0.6,Latin America-Caribbean,1,44
Outgoing,1995,Bahamas,Unaffiliated,10000,12.9,Latin America-Caribbean,1,44
Outgoing,1995,Bahrain,All,30000,100,Middle East-North Africa,1,48
Outgoing,1995,Bahrain,Buddhist,10000,0.4,Middle East-North Africa,1,48
Outgoing,1995,Bahrain,Christian,10000,8.5,Middle East-North Africa,1,48
Outgoing,1995,Bahrain,Hindu,10000,0.6,Middle East-North Africa,1,48
Outgoing,1995,Bahrain,Jew,10000,0.2,Middle East-North Africa,1,48
Outgoing,1995,Bahrain,Muslim,30000,88.1,Middle East-North Africa,1,48
Outgoing,1995,Bahrain,Other,10000,0.3,Middle East-North Africa,1,48
Outgoing,1995,Bahrain,Unaffiliated,10000,1.8,Middle East-North Africa,1,48
Outgoing,1995,Bangladesh,All,5490000,100,Asia-Pacific,1,50
Outgoing,1995,Bangladesh,Buddhist,580000,10.5,Asia-Pacific,1,50
Outgoing,1995,Bangladesh,Christian,120000,2.1,Asia-Pacific,1,50
Outgoing,1995,Bangladesh,Hindu,2550000,46.4,Asia-Pacific,1,50
Outgoing,1995,Bangladesh,Jew,10000,0,Asia-Pacific,1,50
Outgoing,1995,Bangladesh,Muslim,2100000,38.3,Asia-Pacific,1,50
Outgoing,1995,Bangladesh,Other,130000,2.4,Asia-Pacific,1,50
Outgoing,1995,Bangladesh,Unaffiliated,10000,0.3,Asia-Pacific,1,50
Outgoing,1995,Armenia,All,910000,100,Asia-Pacific,1,51
Outgoing,1995,Armenia,Buddhist,20000,1.9,Asia-Pacific,1,51
Outgoing,1995,Armenia,Christian,610000,67,Asia-Pacific,1,51
Outgoing,1995,Armenia,Hindu,10000,1.3,Asia-Pacific,1,51
Outgoing,1995,Armenia,Jew,10000,0.3,Asia-Pacific,1,51
Outgoing,1995,Armenia,Muslim,100000,10.9,Asia-Pacific,1,51
Outgoing,1995,Armenia,Other,20000,1.9,Asia-Pacific,1,51
Outgoing,1995,Armenia,Unaffiliated,150000,16.6,Asia-Pacific,1,51
Outgoing,1995,Barbados,All,90000,100,Latin America-Caribbean,1,52
Outgoing,1995,Barbados,Buddhist,10000,0.2,Latin America-Caribbean,1,52
Outgoing,1995,Barbados,Christian,80000,86.2,Latin America-Caribbean,1,52
Outgoing,1995,Barbados,Hindu,10000,0.3,Latin America-Caribbean,1,52
Outgoing,1995,Barbados,Jew,10000,0.3,Latin America-Caribbean,1,52
Outgoing,1995,Barbados,Muslim,10000,0.3,Latin America-Caribbean,1,52
Outgoing,1995,Barbados,Other,10000,0.6,Latin America-Caribbean,1,52
Outgoing,1995,Barbados,Unaffiliated,10000,12.1,Latin America-Caribbean,1,52
Outgoing,1995,Belgium,All,380000,100,Europe,1,56
Outgoing,1995,Belgium,Buddhist,10000,0.3,Europe,1,56
Outgoing,1995,Belgium,Christian,220000,57.9,Europe,1,56
Outgoing,1995,Belgium,Hindu,10000,0.1,Europe,1,56
Outgoing,1995,Belgium,Jew,10000,2.1,Europe,1,56
Outgoing,1995,Belgium,Muslim,10000,3.2,Europe,1,56
Outgoing,1995,Belgium,Other,10000,0.5,Europe,1,56
Outgoing,1995,Belgium,Unaffiliated,140000,35.8,Europe,1,56
Outgoing,1995,Bermuda,All,40000,100,North America,1,60
Outgoing,1995,Bermuda,Buddhist,10000,2.3,North America,1,60
Outgoing,1995,Bermuda,Christian,30000,71.3,North America,1,60
Outgoing,1995,Bermuda,Hindu,10000,0.4,North America,1,60
Outgoing,1995,Bermuda,Jew,10000,1.6,North America,1,60
Outgoing,1995,Bermuda,Muslim,10000,0.9,North America,1,60
Outgoing,1995,Bermuda,Other,10000,3,North America,1,60
Outgoing,1995,Bermuda,Unaffiliated,10000,20.5,North America,1,60
Outgoing,1995,Bhutan,All,120000,100,Asia-Pacific,1,64
Outgoing,1995,Bhutan,Buddhist,20000,17.9,Asia-Pacific,1,64
Outgoing,1995,Bhutan,Christian,10000,2.8,Asia-Pacific,1,64
Outgoing,1995,Bhutan,Hindu,80000,64.7,Asia-Pacific,1,64
Outgoing,1995,Bhutan,Jew,10000,0,Asia-Pacific,1,64
Outgoing,1995,Bhutan,Muslim,10000,1.5,Asia-Pacific,1,64
Outgoing,1995,Bhutan,Other,20000,12.7,Asia-Pacific,1,64
Outgoing,1995,Bhutan,Unaffiliated,10000,0.3,Asia-Pacific,1,64
Outgoing,1995,Bolivia,All,300000,100,Latin America-Caribbean,1,68
Outgoing,1995,Bolivia,Buddhist,10000,0.2,Latin America-Caribbean,1,68
Outgoing,1995,Bolivia,Christian,260000,87.3,Latin America-Caribbean,1,68
Outgoing,1995,Bolivia,Hindu,10000,0.1,Latin America-Caribbean,1,68
Outgoing,1995,Bolivia,Jew,10000,0.4,Latin America-Caribbean,1,68
Outgoing,1995,Bolivia,Muslim,10000,0.1,Latin America-Caribbean,1,68
Outgoing,1995,Bolivia,Other,10000,2.9,Latin America-Caribbean,1,68
Outgoing,1995,Bolivia,Unaffiliated,30000,9,Latin America-Caribbean,1,68
Outgoing,1995,Bosnia-Herzegovina,All,1580000,100,Europe,1,70
Outgoing,1995,Bosnia-Herzegovina,Buddhist,10000,0,Europe,1,70
Outgoing,1995,Bosnia-Herzegovina,Christian,1060000,67.3,Europe,1,70
Outgoing,1995,Bosnia-Herzegovina,Hindu,10000,0,Europe,1,70
Outgoing,1995,Bosnia-Herzegovina,Jew,10000,0.4,Europe,1,70
Outgoing,1995,Bosnia-Herzegovina,Muslim,230000,14.3,Europe,1,70
Outgoing,1995,Bosnia-Herzegovina,Other,10000,0.1,Europe,1,70
Outgoing,1995,Bosnia-Herzegovina,Unaffiliated,280000,17.8,Europe,1,70
Outgoing,1995,Botswana,All,20000,100,Sub-Saharan Africa,1,72
Outgoing,1995,Botswana,Buddhist,10000,0.1,Sub-Saharan Africa,1,72
Outgoing,1995,Botswana,Christian,20000,74.3,Sub-Saharan Africa,1,72
Outgoing,1995,Botswana,Hindu,10000,0.3,Sub-Saharan Africa,1,72
Outgoing,1995,Botswana,Jew,10000,0.1,Sub-Saharan Africa,1,72
Outgoing,1995,Botswana,Muslim,10000,13.2,Sub-Saharan Africa,1,72
Outgoing,1995,Botswana,Other,10000,6.1,Sub-Saharan Africa,1,72
Outgoing,1995,Botswana,Unaffiliated,10000,5.8,Sub-Saharan Africa,1,72
Outgoing,1995,Brazil,All,760000,100,Latin America-Caribbean,1,76
Outgoing,1995,Brazil,Buddhist,10000,0.2,Latin America-Caribbean,1,76
Outgoing,1995,Brazil,Christian,610000,80.5,Latin America-Caribbean,1,76
Outgoing,1995,Brazil,Hindu,10000,0.1,Latin America-Caribbean,1,76
Outgoing,1995,Brazil,Jew,10000,1.8,Latin America-Caribbean,1,76
Outgoing,1995,Brazil,Muslim,10000,0.2,Latin America-Caribbean,1,76
Outgoing,1995,Brazil,Other,30000,3.5,Latin America-Caribbean,1,76
Outgoing,1995,Brazil,Unaffiliated,100000,13.7,Latin America-Caribbean,1,76
Outgoing,1995,Belize,All,40000,100,Latin America-Caribbean,1,84
Outgoing,1995,Belize,Buddhist,10000,0.7,Latin America-Caribbean,1,84
Outgoing,1995,Belize,Christian,40000,84.6,Latin America-Caribbean,1,84
Outgoing,1995,Belize,Hindu,10000,0.5,Latin America-Caribbean,1,84
Outgoing,1995,Belize,Jew,10000,0.7,Latin America-Caribbean,1,84
Outgoing,1995,Belize,Muslim,10000,0.2,Latin America-Caribbean,1,84
Outgoing,1995,Belize,Other,10000,0.9,Latin America-Caribbean,1,84
Outgoing,1995,Belize,Unaffiliated,10000,12.4,Latin America-Caribbean,1,84
Outgoing,1995,Solomon Islands,All,10000,100,Asia-Pacific,1,90
Outgoing,1995,Solomon Islands,Buddhist,10000,3.7,Asia-Pacific,1,90
Outgoing,1995,Solomon Islands,Christian,10000,79.3,Asia-Pacific,1,90
Outgoing,1995,Solomon Islands,Hindu,10000,1.1,Asia-Pacific,1,90
Outgoing,1995,Solomon Islands,Jew,10000,0.1,Asia-Pacific,1,90
Outgoing,1995,Solomon Islands,Muslim,10000,1,Asia-Pacific,1,90
Outgoing,1995,Solomon Islands,Other,10000,0.7,Asia-Pacific,1,90
Outgoing,1995,Solomon Islands,Unaffiliated,10000,13.8,Asia-Pacific,1,90
Outgoing,1995,British Virgin Islands,All,10000,100,Latin America-Caribbean,1,92
Outgoing,1995,British Virgin Islands,Buddhist,10000,2.1,Latin America-Caribbean,1,92
Outgoing,1995,British Virgin Islands,Christian,10000,77.1,Latin America-Caribbean,1,92
Outgoing,1995,British Virgin Islands,Hindu,10000,0.2,Latin America-Caribbean,1,92
Outgoing,1995,British Virgin Islands,Jew,10000,0.2,Latin America-Caribbean,1,92
Outgoing,1995,British Virgin Islands,Muslim,10000,1.5,Latin America-Caribbean,1,92
Outgoing,1995,British Virgin Islands,Other,10000,7.7,Latin America-Caribbean,1,92
Outgoing,1995,British Virgin Islands,Unaffiliated,10000,11.2,Latin America-Caribbean,1,92
Outgoing,1995,Brunei,All,40000,100,Asia-Pacific,1,96
Outgoing,1995,Brunei,Buddhist,10000,11.5,Asia-Pacific,1,96
Outgoing,1995,Brunei,Christian,10000,7.7,Asia-Pacific,1,96
Outgoing,1995,Brunei,Hindu,10000,41.4,Asia-Pacific,1,96
Outgoing,1995,Brunei,Jew,10000,0,Asia-Pacific,1,96
Outgoing,1995,Brunei,Muslim,10000,32.3,Asia-Pacific,1,96
Outgoing,1995,Brunei,Other,10000,3.4,Asia-Pacific,1,96
Outgoing,1995,Brunei,Unaffiliated,10000,3.7,Asia-Pacific,1,96
Outgoing,1995,Bulgaria,All,720000,100,Europe,1,100
Outgoing,1995,Bulgaria,Buddhist,10000,0.3,Europe,1,100
Outgoing,1995,Bulgaria,Christian,130000,17.8,Europe,1,100
Outgoing,1995,Bulgaria,Hindu,10000,0.8,Europe,1,100
Outgoing,1995,Bulgaria,Jew,20000,2.8,Europe,1,100
Outgoing,1995,Bulgaria,Muslim,490000,68.5,Europe,1,100
Outgoing,1995,Bulgaria,Other,10000,0.1,Europe,1,100
Outgoing,1995,Bulgaria,Unaffiliated,70000,9.7,Europe,1,100
Outgoing,1995,Myanmar,All,960000,100,Asia-Pacific,1,104
Outgoing,1995,Myanmar,Buddhist,470000,49.6,Asia-Pacific,1,104
Outgoing,1995,Myanmar,Christian,60000,5.9,Asia-Pacific,1,104
Outgoing,1995,Myanmar,Hindu,80000,7.9,Asia-Pacific,1,104
Outgoing,1995,Myanmar,Jew,10000,0,Asia-Pacific,1,104
Outgoing,1995,Myanmar,Muslim,330000,34.6,Asia-Pacific,1,104
Outgoing,1995,Myanmar,Other,10000,1.5,Asia-Pacific,1,104
Outgoing,1995,Myanmar,Unaffiliated,10000,0.6,Asia-Pacific,1,104
Outgoing,1995,Burundi,All,560000,100,Sub-Saharan Africa,1,108
Outgoing,1995,Burundi,Buddhist,10000,0,Sub-Saharan Africa,1,108
Outgoing,1995,Burundi,Christian,510000,92.1,Sub-Saharan Africa,1,108
Outgoing,1995,Burundi,Hindu,10000,0,Sub-Saharan Africa,1,108
Outgoing,1995,Burundi,Jew,10000,0,Sub-Saharan Africa,1,108
Outgoing,1995,Burundi,Muslim,30000,5.5,Sub-Saharan Africa,1,108
Outgoing,1995,Burundi,Other,10000,0.5,Sub-Saharan Africa,1,108
Outgoing,1995,Burundi,Unaffiliated,10000,1.9,Sub-Saharan Africa,1,108
Outgoing,1995,Belarus,All,1800000,100,Europe,1,112
Outgoing,1995,Belarus,Buddhist,10000,0.2,Europe,1,112
Outgoing,1995,Belarus,Christian,1240000,69.1,Europe,1,112
Outgoing,1995,Belarus,Hindu,10000,0.1,Europe,1,112
Outgoing,1995,Belarus,Jew,50000,2.9,Europe,1,112
Outgoing,1995,Belarus,Muslim,60000,3.4,Europe,1,112
Outgoing,1995,Belarus,Other,10000,0.2,Europe,1,112
Outgoing,1995,Belarus,Unaffiliated,430000,24.1,Europe,1,112
Outgoing,1995,Cambodia,All,430000,100,Asia-Pacific,1,116
Outgoing,1995,Cambodia,Buddhist,210000,48.4,Asia-Pacific,1,116
Outgoing,1995,Cambodia,Christian,50000,11.2,Asia-Pacific,1,116
Outgoing,1995,Cambodia,Hindu,110000,24.4,Asia-Pacific,1,116
Outgoing,1995,Cambodia,Jew,10000,0,Asia-Pacific,1,116
Outgoing,1995,Cambodia,Muslim,20000,4.9,Asia-Pacific,1,116
Outgoing,1995,Cambodia,Other,10000,0.4,Asia-Pacific,1,116
Outgoing,1995,Cambodia,Unaffiliated,50000,10.7,Asia-Pacific,1,116
Outgoing,1995,Cameroon,All,150000,100,Sub-Saharan Africa,1,120
Outgoing,1995,Cameroon,Buddhist,10000,0,Sub-Saharan Africa,1,120
Outgoing,1995,Cameroon,Christian,90000,61.2,Sub-Saharan Africa,1,120
Outgoing,1995,Cameroon,Hindu,10000,0,Sub-Saharan Africa,1,120
Outgoing,1995,Cameroon,Jew,10000,0,Sub-Saharan Africa,1,120
Outgoing,1995,Cameroon,Muslim,40000,26.1,Sub-Saharan Africa,1,120
Outgoing,1995,Cameroon,Other,10000,4.8,Sub-Saharan Africa,1,120
Outgoing,1995,Cameroon,Unaffiliated,10000,7.8,Sub-Saharan Africa,1,120
Outgoing,1995,Canada,All,1130000,100,North America,1,124
Outgoing,1995,Canada,Buddhist,20000,1.3,North America,1,124
Outgoing,1995,Canada,Christian,750000,66.2,North America,1,124
Outgoing,1995,Canada,Hindu,10000,1,North America,1,124
Outgoing,1995,Canada,Jew,60000,5,North America,1,124
Outgoing,1995,Canada,Muslim,10000,1.1,North America,1,124
Outgoing,1995,Canada,Other,30000,2.4,North America,1,124
Outgoing,1995,Canada,Unaffiliated,260000,22.9,North America,1,124
Outgoing,1995,Cape Verde,All,110000,100,Sub-Saharan Africa,1,132
Outgoing,1995,Cape Verde,Buddhist,10000,0.1,Sub-Saharan Africa,1,132
Outgoing,1995,Cape Verde,Christian,90000,81.4,Sub-Saharan Africa,1,132
Outgoing,1995,Cape Verde,Hindu,10000,1.9,Sub-Saharan Africa,1,132
Outgoing,1995,Cape Verde,Jew,10000,0.1,Sub-Saharan Africa,1,132
Outgoing,1995,Cape Verde,Muslim,10000,7.2,Sub-Saharan Africa,1,132
Outgoing,1995,Cape Verde,Other,10000,2.7,Sub-Saharan Africa,1,132
Outgoing,1995,Cape Verde,Unaffiliated,10000,6.6,Sub-Saharan Africa,1,132
Outgoing,1995,Cayman Islands,All,10000,100,Latin America-Caribbean,1,136
Outgoing,1995,Cayman Islands,Buddhist,10000,0,Latin America-Caribbean,1,136
Outgoing,1995,Cayman Islands,Christian,10000,46.1,Latin America-Caribbean,1,136
Outgoing,1995,Cayman Islands,Hindu,10000,2.5,Latin America-Caribbean,1,136
Outgoing,1995,Cayman Islands,Jew,10000,2.5,Latin America-Caribbean,1,136
Outgoing,1995,Cayman Islands,Muslim,10000,1.2,Latin America-Caribbean,1,136
Outgoing,1995,Cayman Islands,Other,10000,15.7,Latin America-Caribbean,1,136
Outgoing,1995,Cayman Islands,Unaffiliated,10000,31.5,Latin America-Caribbean,1,136
Outgoing,1995,Central African Republic,All,50000,100,Sub-Saharan Africa,1,140
Outgoing,1995,Central African Republic,Buddhist,10000,0.1,Sub-Saharan Africa,1,140
Outgoing,1995,Central African Republic,Christian,20000,40.9,Sub-Saharan Africa,1,140
Outgoing,1995,Central African Republic,Hindu,10000,1,Sub-Saharan Africa,1,140
Outgoing,1995,Central African Republic,Jew,10000,0,Sub-Saharan Africa,1,140
Outgoing,1995,Central African Republic,Muslim,30000,51,Sub-Saharan Africa,1,140
Outgoing,1995,Central African Republic,Other,10000,3.6,Sub-Saharan Africa,1,140
Outgoing,1995,Central African Republic,Unaffiliated,10000,3.4,Sub-Saharan Africa,1,140
Outgoing,1995,Sri Lanka,All,940000,100,Asia-Pacific,1,144
